AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isHEAT,isKE,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,1,0.6,0.2,5.8mm,,0.57,,,121573,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,QBZ-192,1,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
20,4,0.65,4,Radar,,0.29,,,85610,,true,true,,true,,true,,,,,,,,8750,,,,,700,500,10,3000,500,YJ-83,2,200,,,400,1,5,1,3,1,0.65,250,,SSM
,2,0.15,1,40mm Frag,,0.86,,,79635,,,,,,,,,,,,1225,,,1225,,52,,,52,,,,769.23,Mk19,2.25,40,,,90,11,8,32,0.8,1,0.1,80,90,Grenade Launcher
16,1,0.5,1,115mm,,0.29,,,123141,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A20,2.15,2.5,,,287.5,1,7.5,1,1,1,0.35,25,133,Main Gun
23,1,0.6,1,125mm,,0.29,,,122009,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M [Auto],2.25,2.5,,,312.5,24,7.5,24,7.5,1,0.45,600,144,Main Gun
,1,0.4,0.4,30mm,,1.15,,,87100,,,,,,,,,,,,2800,1575,1575,2800,,,,,,,,,5769.23,GAU-8/A Avenger,1.6,46,,,150,10,2,390,0.2,1,0.4,56,138,Autocannon
,0.5,0.5,2,5.56mm,,0.57,,,79426,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Minimi Para,2.25,2.5,,,50,20,5,200,0.8,1,0.3,20,40,SAW
,1,0.8,0.2,5.56mm,,0.57,,,120538,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,HK416,1,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
,2,0.7,1,90mm,,0.86,,,123660,,,,,,,,,,,,700,,,700,,,,,,,,,2692.31,L2A1 ASM,1.84,31.5,,,105,1,3,1,1,1,0.05,20,50,LAW
1,1,0.15,1,14.5mm,,0.57,,,78067,,,,true,,,,,,,,1225,,,1225,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,2,40,0.8,1,0.05,20,40,HMG
,1,0.95,2,12.7mm,,0.57,,,121607,,,,,,,,,,,,1400,700,,1400,,87,,,87,,,,3461.54,QBU-10,2.25,5,,,16,1,4,1,4,1,0.2,12,80,Sniper Rifle
,0.5,0.5,2,5.56mm,,0.57,,,123655,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,L110A3 Minimi,2.25,2.5,,,50,20,5,200,0.8,1,0.3,20,40,SAW
27,1,0.7,,SACLOS,,1.72,,,121460,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,1.2,1500,750,9M123 Khrizantema-M,2,5,,,400,1,1,1,1,1,0.6,266,150,ATGM
,0.5,0.2,1,7.62mm,,0.57,,,79001,,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,MG3,1.762,3,,,10,20,2,200,0.7,1,0.1,20,55,MMG
,1,0.5,1,30mm Radar,,0.11,,,122182,,,,,,,true,,,,,1575,,,1575,,,,,,,,,3461.54,Twin 2A38M,5.2,11.5,,,72.5,30,5,500,0.2,1,0.35,500,120,Anti-Aircraft Autocannon
,1,0.23,1.4,5.56mm,,0.57,,,123600,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,M16A1,1.556,3,,,10,3,8,30,3,1,0.1,3,40,Assault Rifles
26,1,0.55,2,SACLOS,,1.15,,,123335,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,2.3,900,750,Bulsae-5,2,5,,,400,5,25,5,1,1,0.05,890,150,ATGM
,1,0.4,1,30mm,,0.57,,,78238,,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,2A72,1.6,11.5,,,37.5,2,1.4,15,1,1,0.3,15,60,Autocannon
,1,0.3,0.2,25mm,,1.15,,,121289,,,,,,,,,,,,,2625,1750,,,,,,,,,,5769.23,GAU-12/A Equalizer,1.5,40,,,125,30,2,385,0.4,1,0.2,56,115,Gatling Gun
,1,,1.4,7.62mm,,0.57,,,78915,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,QBZ-95,1.58,3,,,10,3,8,30,3,1,,3,40,Assault Rifles
,5,0.5,0.2,Infrared,,0.57,,,87688,,true,,,true,,,,,,,,2275,3850,,,,420,700,,2000,10,9000,2000,AIM-9L,2,175,,,350,1,2,1,2,1,0.5,600,200,AAM
,3,0.4,1.4,100mm,,0.57,,,123328,,,,,,,,,,,,2450,,,2450,,,,,,,,,2692.31,D-74,2,37.5,,,125,1,6,1,1,1,0.25,20,115,Main Gun
,4,0.5,1.4,125mm,,0.29,,,123924,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46 [Auto],2.25,47,,,156.5,24,7.5,24,7.5,1,0.35,600,144,Main Gun
,5,0.6,,170mm,,1.72,,,123734,,true,,,true,,,,,,,,2625,,,,175,,,175,2000,10,9000,2000,Martlet LMM,2,63.75,,,212.5,2,2.7,2,1.3,1,0.5,300,391,ATGM
,5,,15,GPS-guided,,0.06,10,10,121299,,,,,,,,,,,,8400,,,8400,,840,,,840,,,,826.92,PERM,1.8,60,,,180,5,10,5,4,1,,210,265,Mortar
3,1,0.4,1,30mm,,0.57,,,78237,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,2A72,1.6,11.5,,,37.5,2,1.4,15,1,1,0.3,15,60,Autocannon
,3,0.5,1,105mm,,0.29,,,84514,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,ZPT-94,2.05,39.5,,,131.5,1,6.6,1,1,1,0.35,20,121,Main Gun
,3,0.3,0.2,68mm,,0.57,,,87367,,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,SNEB,1.453333,25.5,,,85,36,1,36,0.2,18,0.3,700,157,Rocket Pod
,2,0.15,1,30mm Frag,,0.86,,,123454,,,,,,,,,,,,1750,,,1750,,52,,,52,,,,769.23,AG-17,2.25,35,,,70,10,7,30,0.8,1,0.1,80,70,Grenade Launcher
,1,0.6,0.2,5.56mm,,0.57,,,80644,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,KH2002,1,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,1,0.3,1,5.8mm,,0.57,,,78874,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,QBZ-95,1.58,3,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
,5,0.65,0.2,Infrared,,0.57,,,122324,,true,,,true,,,,,,,,2275,4200,,,,420,700,,2000,10,9000,2000,IRIS-T,2,175,,,350,1,2,1,2,1,0.65,600,200,AAM
,7,,15,155mm,,0.06,245,245,80289,,,,,,,,,,,,32025,,,32025,,3202,,,3202,,,,1057.69,M185 [15s],2.03,155,,,310,6,30,6,7,1,,240,357,Howitzer
17,1,0.6,1,120mm,,0.29,,,79196,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L11A5,2.2,2.5,,,300,1,7.5,1,1,1,0.45,25,138,Main Gun
,,,5,152mm,,0.06,210,210,121500,,,,,,,,,true,,,41300,,,41300,,4130,,,4130,,,,1057.69,2A88 [10s],2.01,152,,175,304,5,15,5,4,1,,426,,Howitzer
,20,0.5,,Cruise,,0.57,,,121876,,,,,,,,,,,,630,,,630,,,,,,,,,865.38,GB-6,1.4,325,,,650,1,15,1,0.4,1,0.5,1100,600,Cruise missile
1,1,0.95,2,8.6mm,,0.57,,,121920,,,,true,,,,,,,,1400,,,1400,,87,,,87,,,,3461.54,Mk 22 Mod 0,1.4,2.5,,,16,1,4,1,4,1,0.2,12,80,Sniper Rifle
,1,0.5,0.2,30mm,,0.57,,,86341,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,Twin M230,1.6,11.5,,,37.5,4,1.4,30,0.4,1,0.05,30,60,Anti-Aircraft Autocannon
13,1,0.5,1,85mm,,0.29,,,84403,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,T62-85TC,1.85,2.5,,,212.5,1,7.5,1,1,1,0.35,15,98,Main Gun
26,1,0.5,,MMW,,0.57,,,121529,,true,true,,true,,,,,,,3500,,,3500,,700,,,700,1000,10,750,1000,GBU-53 Stormbreaker,2,5,,,400,4,3.4,4,0.2,1,0.5,3000,150,AGM
15,1,0.6,1,120mm,,0.29,,,79178,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L11A5,2.2,2.5,,,300,1,7.5,1,1,1,0.45,25,138,Main Gun
,,,5,155mm,,0.06,210,210,80968,,,,,,,,,true,,,29750,,,29750,,2975,,,2975,,,,1057.69,M284 [10s],2.03,155,,175,310,5,15,5,7,1,,421,,Howitzer
,1,0.2,1,20mm,,0.57,,,85691,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M197 Vulcan,1.4,7.5,,,25,6,0.6,50,0.4,1,0.1,45,40,Gatling Gun
,0.5,0.4,2,7.62mm,,0.57,,,124044,,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,Mk 48,2.25,3,,,50,20,5,200,0.8,1,0.25,20,55,SAW
18,1,0.6,,84mm HEAT,,0.86,,,123901,,,true,,,,,,,,,875,,,875,,,,,,,,,769.23,Carl Gustaf M4 [SMK],2.68,2.5,,,210,1,6,1,1,1,0.05,20,336,LAW
,1,0.6,0.6,7.62mm,,0.57,,,121413,,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,SCAR-H,1.762,3,,,10,6,6,60,3,1,0.2,6,50,Battle Rifle
21,1,0.5,2,SALH,,0.63,,,78235,,,true,,true,,,,,,,2800,,,2800,,175,,,175,1000,1.2,1400,1000,9M117M1 Arkan,2,5,,,400,1,6,1,1,1,0.35,140,150,ATGM
11,1,0.6,4,MMW,,1.15,,,121583,true,true,true,,true,,,,,,,2450,,,2450,,175,,,175,500,1.6,750,500,HJ-12,2,5,,,400,1,10,1,1,1,0.1,200,150,ATGM
5,1,0.2,1,57mm,,0.57,,,79674,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,S-68A,2.14,21.5,,,71.5,2,3,12,1.2,1,0.05,24,114,Anti-Aircraft Autocannon
,1,0.8,0.2,9mm,,0.57,,,77869,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,MP5SDA3,1,3.5,,,10,8,2,80,1,1,0.8,8,36,SMG
,1,0.6,0.6,5.45mm,,0.57,,,123203,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Type 88-1,1.545,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
,4,0.4,1,Infrared,,0.57,,,86415,,true,,,true,,,,,,,,2275,1820,,,,,,,1000,10,5000,1000,Misaagh-1,2,140,,,280,4,10,4,2,1,0.4,200,160,SAM
11,1,0.7,2,SACLOS,,0.97,,,80305,true,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,BGM-71F TOW 2B,2,5,,,400,1,5,1,1,1,0.5,219,150,ATGM
,3,0.5,0.2,90mm,,0.57,,,120764,,,,,,,,,,,,2275,,,2275,,700,,,700,,,,2307.69,BRM-1,1.38,33.94,,,112.02,14,5,14,0.4,2,0.5,280,207,Rocket Pod
,1,0.35,0.4,27mm,,1.15,,,89628,,,,,,,,,,,,2100,1575,2275,2100,,,,,,,,,5769.23,Mauser BK-27,1.54,10,,,34,10,1,60,0.2,1,0.35,60,54,Autocannon
21,1,0.7,2,SALH,,0.63,,,122297,,,true,,true,,,,,,,2800,,,2800,,175,,,175,1000,1.1,1400,1000,APS-04,2,5,,,400,1,8,1,1,1,0.5,85,150,ATGM
,6,0.6,1,SACLOS,,0.57,,,123575,,,,,true,,,,,,,,3325,2625,,,,,,,2000,10,12500,2000,K-SAM,2,210,,,420,8,30,8,1,1,0.05,840,240,SAM
,4,0.65,1.4,120mm,,0.29,,,81193,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,M256,2.2,45,,,150,1,6.6,1,1,1,0.6,25,138,Main Gun
19,1,0.5,,84mm HEAT,,0.86,,,121577,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,AT4ER,2.66,2.5,,,207.5,1,3,1,1,1,0.05,20,336,LAW
,6,0.5,1,Infrared,,0.57,,,77614,,true,,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,9M333,2,210,,,420,4,10,4,2,1,0.5,408,240,SAM
,1,0.2,1,14.5mm,,0.57,,,78464,,,,,,,,,,,,1400,1050,,1400,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,2,40,0.8,1,0.1,20,110,HMG
,,0.7,1,84mm,,0.86,,,122577,,,,,,,,,true,,,875,,,875,,,,,,,,,2692.31,Mk 153 SMAW [SMK],1.84,31.5,,75,105,1,4,1,1,1,0.05,20,,LAW
13,1,0.55,1,125mm,,0.29,,,84079,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M1 [Auto],2.25,2.5,,,312.5,24,6.6,24,6.6,1,0.45,600,144,Main Gun
,0.75,0.15,2,12.7mm,,0.57,,,121236,,,,,,,,,,,,1050,875,,1050,,18,,,18,,,,3461.54,M2A1 QCB,2.25,5,,,16,10,2,100,0.8,1,0.05,10,90,MMG
9,1,0.3,1,76mm HEAT,,0.57,,,77994,,,true,,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L23A1,1.76,2.5,,,190,1,8.5,1,1,1,0.05,15,88,Main Gun
,3,0.65,1.4,105mm,,0.29,,,121406,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,M68A1E4 [Auto],2.05,39.5,,,131.5,18,6,18,6,1,0.6,360,121,Main Gun
17,1,0.45,1,115mm,,0.29,,,83883,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A20,2.15,2.5,,,287.5,1,9.5,1,1,1,0.2,25,133,Main Gun
,1,0.3,1,5.56mm,,0.57,,,122615,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,HK416F,1.556,2.5,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,4,0.5,1,Infrared,,0.57,,,86222,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,9M39 Igla-V,2,140,,,280,4,20,4,2,1,0.5,200,160,SAM
,4,0.6,1.4,120mm,,0.29,,,79197,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L11A5,2.2,45,,,150,1,7.5,1,1,1,0.45,25,138,Main Gun
4,1,0.6,0.2,20mm HEAT,,0.86,,,123185,,,true,,,,,,,,,875,,,875,,52,,,,,,,2692.31,NK-11 (HEAT),1.3,2.5,,,180,1,4.5,1,1,1,0.4,10,80,Grenade Launcher
,4,0.5,1,Infrared,,0.57,,,123281,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,HT-16PGJ,2,175,,,280,4,20,4,2,1,0.5,252,160,SAM
,4,0.6,1.4,125mm,,0.29,,,84557,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,ZPT-98 [Auto],2.25,47,,,156.5,42,7.5,42,7.5,1,0.55,1050,144,Main Gun
,9,0.6,,Radar,,0.57,,,85599,,true,,,true,,true,,,,2450,,2625,3500,,,,,,,1250,10,15000,2000,HHQ-16,2,280,,,560,2,5,2,1,1,0.6,184,320,Naval SAM
,9,0.65,0.2,Radar,,0.57,,,123371,,,,,true,,true,,,,,,,5950,,,,,,,2000,10,15000,2000,KN-30,2,315,,,630,4,30,4,4,1,0.65,1224,360,SAM
,1,0.45,0.6,5.56mm,,0.57,,,79435,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,FAMAS G2,1.556,2.5,,,10,6,4.5,60,2.2,1,0.3,6,40,Assault Rifles
,,,5,155mm,,0.06,210,210,77909,,,,,,,,,true,,,24500,,,24500,,2450,,,2450,,,,1057.69,L31 [10s],2.03,155,,175,310,3,15,3,3,1,,253,,Howitzer
,18,,20,370mm,,0.06,140,140,123390,,,,,,,,,,,,3500,,,3500,,700,,,700,,,,1057.69,Juche-po [20s],3.075,222,,,740,3,90,3,5,1,,425,851,Howitzer
,5,0.55,0.2,Radar,,0.57,,,121879,,true,,,true,,true,,,,,,,7000,,,,,700,,1500,10,20000,1500,AIM-120B AMRAAM,2,175,,,350,1,2,1,2,1,0.55,1000,200,AAM
,1,0.3,1,5.56mm,,0.57,,,122613,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,HK416F,1.556,2.5,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
2,1,0.4,1,23mm,,0.57,,,86627,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Twin GSh-23,1.46,8.5,,,29,8,0.6,100,0.2,1,0.25,60,46,Anti-Aircraft Autocannon
,1,0.23,1.4,7.62mm,,0.57,,,79846,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AK-47,1.762,3,,,10,3,8,30,3,1,0.1,3,40,Assault Rifles
,5,,8,120mm,,0.06,105,105,121903,,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,Tampella,1.8,60,,,180,3,12,3,4,1,,105,265,Mortar
,0.75,0.15,1,12.7mm,,0.57,,,86140,,,,,,,,,,,,1050,1050,,1050,,,,,,,,,3461.54,NSVT,1.254,5,,,16,10,2,100,0.8,1,0.05,10,90,MMG
,0.75,0.2,0.6,7.62mm,,0.57,,,80889,,,,,,,,,,,,1050,1050,,1050,,,,,,,,,3461.54,M134 Minigun,1.15,12,,,40,15,2,200,0.4,1,0.1,10,55,Gatling Gun
,1,0.95,2,23mm,,0.57,,,83433,,,,,,,,,,,,1750,700,,1750,,87,,,87,,,,3461.54,Baher-23,3.5,7.5,,,25,1,4,1,4,1,0.2,12,80,Sniper Rifle
,6,0.45,0.2,SemAct radar,,0.57,,,89514,,,,,true,,true,,,,,,,6300,,,,,700,,1000,10,15000,1000,R-27R,2,210,,,420,1,0.2,1,0.2,1,0.45,700,240,AAM
18,1,0.65,1,120mm,,0.29,,,123860,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L30,2.2,2.5,,,300,1,7.5,1,1,1,0.55,25,138,Main Gun
,3,0.4,1,Napalm,,1.15,,,123220,,,,,,true,,,,,,525,,,525,,52,,,,,,,1057.69,Type 100,3,31,75,,155,1,6,1,2,1,0.1,21,110,Rocket Launcher
,0.5,0.2,2,7.62mm,,0.57,,,77586,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,PKM,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,1,0.6,0.2,5.56mm,,0.57,,,121784,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,G36KA4,1.556,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,4,0.6,1.4,120mm,,0.29,,,79179,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L11A5,2.2,45,,,150,1,7.5,1,1,1,0.45,25,138,Main Gun
,15,0.2,,500kg,,0.57,,,122140,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 500,6,187.5,,,300,6,5,6,0.2,2,0.2,2500,600,HE Bomb
28,1,0.6,2,SALH,,0.63,,,121653,,,true,,true,,,,,,,2800,,,2800,,175,,,175,700,1.2,1400,700,HJ-10,2,5,,,400,8,20,8,1,1,0.6,1792,150,ATGM
,4,0.65,1.4,120mm,,0.29,,,123862,,,,true,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L30,2.2,45,,,150,1,7.5,1,1,1,0.55,25,138,Main Gun
3,1,,20,122mm,1,0.06,700,175,82785,true,,true,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,9M217 [20s],1.81,175,,,175,40,80,40,0.2,1,,680,285,MLRS
,3,0.35,1.4,85mm,,0.29,,,123261,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,T62-85TC,1.85,32,,,106.5,1,7.5,1,1,1,0.1,15,98,Main Gun
,8,0.4,2,Radar,,0.29,,,122028,,true,,,true,,true,,,,,,,13650,,,,,700,,500,10,15000,500,R-37M,2,280,,,560,2,3,2,1,1,0.4,2000,320,AAM
,,,4,120mm,,0.06,175,175,121904,,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,Tampella,1.8,60,,150,180,6,4,6,4,1,,105,,Mortar
,4,0.7,1,SACLOS,,1.15,,,121265,true,,,,true,,,,,,,2800,,,2800,,175,,,175,500,1.6,750,500,Switchblade 300,2,47,,,156.5,1,5,1,1,1,0.1,69,144,ATGM
,1,0.6,0.6,5.56mm,,0.57,,,79436,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,FAMAS G2,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
24,1,0.7,,110mm HEAT,,0.86,,,121743,,,true,,,,,,,,,875,,,875,,,,,,,,,769.23,PzF 3-IT600,3.2,2.5,,,275,1,6,1,1,1,0.05,20,440,LAW
,3,0.45,1.4,115mm,,0.29,,,83884,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A20,2.15,43.5,,,144,1,9.5,1,1,1,0.2,25,133,Main Gun
,1,0.4,0.2,9mm,,0.57,,,83573,,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,AS VAL,1,3.5,,,10,8,2,80,1,1,0.4,8,40,SMG
,0.5,0.3,2,5.56mm,,0.57,,,123230,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,K3,2.25,2.5,,,50,20,5,200,0.8,1,0.1,20,40,SAW
,4,0.5,1,Infrared,,0.57,,,123062,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,HT-16PGJ,2,175,,,280,2,10,2,2,1,0.5,126,160,SAM
2,1,0.3,1,25mm,,0.57,,,122753,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,M811,1.5,9.5,,,31.5,2,1,15,0.6,1,0.1,15,50,Autocannon
,5,0.65,0.2,Infrared,,0.57,,,85698,,true,,,true,,,,,,,,2275,4200,,,,420,700,,2000,10,9000,2000,AIM-9X,2,175,,,350,1,2,1,2,1,0.65,600,200,AAM
,1,0.1,0.4,25mm,,0.11,,,85521,,,,,,,,,,,,1750,2100,2450,1750,,,,,,,,,3461.54,Dual Type 61,5,12.5,,,25,10,6,100,1,1,0.05,50,2,Naval Auto-cannon
,1,0.45,0.6,5.56mm,,0.57,,,84673,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,L85A2,1.556,2.5,,,10,6,4.5,60,2.2,1,0.3,6,40,Assault Rifles
,10,0.4,,227kg,,0.57,,,107525,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 82 Snakeye,6,112.5,,,191,8,5,8,0.2,2,0.4,1500,600,Retarded HE Bomb
,1,0.4,1,30mm Radar,,0.11,,,123458,,,,,,,true,,,,,1575,,,1575,,,,,,,,,3461.54,Twin 30NK,5.2,11.5,,,72.5,100,15,1000,0.3,1,0.15,1000,120,Anti-Aircraft Autocannon
,1,,30,122mm,1,0.06,700,175,122395,,,,,,true,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,Arash 4 [30s],1.81,74.23,175,,365,40,160,40,0.6,1,,1600,,MLRS
,2,0.2,0.2,80mm,,0.57,,,86197,,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,S-8OF,1.533333,30,,,100,20,5,20,0.2,2,0.1,210,184,Rocket Pod
13,1,0.6,1,105mm,,0.29,,,81487,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68A1,2.05,2.5,,,262.5,1,5.5,1,1,1,0.5,20,121,Main Gun
3,1,0.6,1,30mm,,0.57,,,121760,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,MK30-2,1.6,11.5,,,37.5,2,1.6,10,1.2,1,0.45,15,60,Autocannon
,0.5,0.1,1,7.62mm,,0.57,,,80232,,,,,,,,,,,,1050,525,,1050,,,,,,,,,3461.54,M60,1.762,3,,,10,10,2,100,0.8,1,0.05,10,55,MMG
24,1,0.7,,120mm HEAT,,0.86,,,78852,,,true,,,,,,,,,875,,,875,,,,,,,,,769.23,PF-98A [SMK],2.7,2.5,,,212.5,1,6,1,1,1,0.05,20,480,LAW
,2,0.6,,105mm HEAT,,0.86,,,123050,,,,,,,,,,,,875,,,875,,,,,,,,,769.23,RPG-29 Qadir,3.1,31.5,,,105,1,4,1,1,1,0.05,10,50,LAW
,0.5,0.2,2,7.62mm,,0.57,,,123175,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,Type 82,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,44,,45,Inertial-guidance,1,0.06,140,70,122385,,,,,,,,,,,,98000,,,98000,,8400,,,8400,,,,1500,Shahab-2 [45s],4.8,531,,,1593,1,300,1,1,1,,1016,1770,TBM
25,1,0.6,4,MMW,,1.15,,,123304,,true,true,,true,,,,,,,2275,,,2275,,175,,,175,500,1.6,750,500,AT-1K Raybolt,2,5,,,400,2,20,2,6,1,0.1,200,150,ATGM
,,,3,120mm,,0.06,175,175,121298,,,,,,,,,true,,,8400,,,8400,,840,,,840,,,,826.92,M327 Dragon Fire II,1.8,60,,150,180,6,4,6,4,1,,105,,Mortar
,2,0.2,2,77mm,,0.57,,,78308,,,,,,,,,,,,1750,,,1750,,175,,,175,,,,1076.92,Sayyad,1.466667,28.88,,,95.29,44,20,44,0.5,1,0.05,445,177,Rocket Pod
,4,0.4,1,Infrared,,0.57,,,79105,,true,,,true,,,,,,,,2275,1820,,,,,,,1000,10,5000,1000,Misaagh-1,2,140,,,280,1,6,1,6,1,0.4,50,160,SAM
,3,0.5,1.4,105mm HEAT,,0.29,,,123985,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,L7A2,2.05,39.5,,,131.5,1,7.5,1,1,1,0.2,20,121,Main Gun
20,1,0.6,1,125mm,,0.29,,,83960,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M [Auto],2.25,2.5,,,312.5,24,7.5,24,7.5,1,0.4,600,144,Main Gun
,3,0.55,1.4,115mm,,0.29,,,123139,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A20,2.15,43.5,,,144,1,7.5,1,1,1,0.4,25,133,Main Gun
,7,0.45,0.2,Radar,,0.29,,,122126,,true,,,true,,true,,,,,,,7700,,,,,700,,1500,10,20000,1500,Fakour-90,2,245,,,560,2,4,2,1,1,0.45,2000,320,AAM
,5,0.5,1,Infrared,,0.57,,,122917,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,Mistral F2,2,175,,,350,2,6,2,2,1,0.5,125,200,SAM
1,1,0.1,1,14.5mm,,0.57,,,78499,,,,true,,,,,,,,1400,,,1400,,,,,,,,,3461.54,ZPTU-4,1.29,5.5,,,18.5,24,8,160,0.2,1,0.05,80,40,HMG
,4,0.5,1,Infrared,,0.57,,,123106,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,HT-16PGJ,2,140,,,280,1,6,1,6,1,0.5,63,160,SAM
,1.5,0.2,2,51mm,,0.86,,,122632,,,,,,,,,,,,875,,,875,,52,,,,,,,769.23,LGI Mle. F1,1.6,25.5,,,76.5,4,6,4,2,1,0.2,40,112,Grenade Launcher
