AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isKEorHEAT,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,9,0.4,0.2,Radar,,0.57,,,85620,,,,true,,true,,,,,,2450,3850,,,,490,,,1250,10,15000,1250,MIM-23A Hawk,2,315,,,630,3,25,3,1,1,0.35,486,360,SAM
,,,17,203mm,,0.06,175,175,84309,,,,,,,,true,,,16800,,,16800,,1680,,,1680,,,,1057.69,M201A,2.35,203,,250,406,2,15,2,15,1,,177,,Howitzer
,3,0.6,1.4,105mm,,0.29,,,82827,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7A3,2.05,39.5,,,131.5,1,6,1,1,1,0.45,20,121,Main Gun
,3,0.65,1.4,120mm,,0.29,,,81568,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,CN120-25,2.2,45,,,150,1,6.6,1,1,1,0.3,25,138,Main Gun
11,1,0.45,1,152mm HEAT,,0.29,,,85579,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,M81E1,2.52,2.5,,,380,1,7.5,1,1,1,0.15,30,175,Main Gun
,7,0.6,0.2,Radar,,0.57,,,86107,,true,,true,,true,,,,,,2800,3500,,,,560,,,1500,10,7500,1500,AIM-120A AMRAAM,2,245,,,490,6,25,6,1.8,1,0.5,1000,280,SAM
,1,0.5,1,23mm,,0.57,,,90824,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,Gsh-23L,1.46,8.5,,,29,10,0.6,100,0.2,1,0.25,30,46,Twin Autocannon
25,1,0.7,2,SACLOS,,0.97,,,82649,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,TOW 2,2,5,,,400,2,10,2,1,1,0.5,438,150,ATGM
,1,0.6,0.6,7.62mm,,0.57,,,89070,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,C1A1 SLR,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
6,1,0.2,,450kg,,0.57,,,93496,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,250-1,6,225,,,250,4,5,4,0.2,2,0.2,2500,300,AT Cluster Bomb
,1,0.4,0.2,9mm PB,,0.57,,,84176,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Hovea m/49,1.9,3.5,,,10,8,2,80,1,1,0.4,8,30,SMG
,0.5,0.4,2,7.62mm,,0.57,,,86610,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,M-84,2.25,3,,,50,10,5,100,1,1,0.25,10,55,SAW
,,,4,81mm,,0.06,175,175,84263,,,,,,,,true,,,4900,,,4900,,490,,,490,,,,692.31,M29,1.54,40.5,,100,121.5,10,4,10,2,1,,120,,Mortar
,4,0.45,1,SACLOS,,0.57,,,86845,,,,true,,,,,,,,2800,2240,,,,,,,1500,10,7000,1500,RBS 70 Mk.2,2,140,,,280,1,5,1,0.2,1,0.45,57,160,SAM
3,1,0.4,1,30mm,,0.57,,,82055,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,2A72,1.6,11.5,,,37.5,2,1.4,15,1,1,0.3,15,60,Autocannon
16,1,0.45,1,100mm,,0.57,,,88516,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,T69-II,2,2.5,,,250,1,7.5,1,1,1,0.15,20,115,Main Gun
,1,0.3,1,23mm Radar,,0.11,,,83557,,,,,,true,,,,,1050,2450,2275,1050,,,,,,,,,3461.54,AZP-23 Amur,4.92,9,,,67.5,15,3,200,0.2,1,0.2,200,92,Quad Autocannon
,10,,35,203mm,,0.06,175,175,81316,,,,,,,,,,,37450,,,37450,,3745,,,3745,,,,1057.69,2A44,2.35,203,,,406,4,30,4,15,1,,353,467,Howitzer
,5,0.5,1,Infrared,,0.57,,,90453,,true,,true,,,,,,,,2275,1820,,,,,,,2000,10,9000,2000,FIM-92A Stinger,2,175,,,350,4,20,4,2,1,0.5,234,200,SAM
,,,4,130mm,1,0.06,175,175,89785,,,,,,,,true,,,3500,,,3500,,700,,,700,,,,1057.69,Type 68,1.87,78,,125,390,12,240,12,0.6,1,,300,,MLRS
,6,,10,130mm,,0.06,175,175,88383,,,,,,,,,,,27300,,,27300,,2730,,,2730,,,,826.92,M-46,1.87,130,,,260,10,30,10,6,1,,517,281,Howitzer
,1,0.45,0.6,5.45mm,,0.57,,,86747,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,M-80A,1.545,2.5,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,1,,20,122mm,1,0.06,700,175,83292,,,,,true,,,,,,24500,,,17500,,4900,,,3500,,,,1057.69,FIROS-25,1.81,73,150,,365,20,80,20,0.2,1,,480,,MLRS
,2,,4,60mm,,0.06,87,87,87260,,,,,,,,,,,3850,,,3850,,385,,,385,,,,692.31,M224 mortar,1.4,30,,,90,6,6,6,2,1,,96,145,Mortar
,1,0.45,0.6,7.62mm,,0.57,,,86643,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Rk 62,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
4,1,,10,160mm,1,0.06,700,175,84610,true,,HEAT,,,,,,,,15750,,,15750,,3150,,,3150,,,,1057.69,Rocket Mk2 Cluster,2.07,200,,,200,36,180,36,0.8,1,,1188,344,MLRS
,3,0.45,1.4,90mm,,0.29,,,84393,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,M41,1.9,34,,,112.5,1,7.5,1,1,1,0.05,15,104,Main Gun
11,1,0.3,1,100mm,,0.57,,,82924,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,D-10T,2,2.5,,,250,1,7.5,1,1,1,0.1,20,115,Main Gun
13,1,0.4,1,105mm,,0.29,,,88370,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,M68,2.05,2.5,,,262.5,1,8.5,1,1,1,0.25,20,121,Main Gun
,1,0.15,1,20mm,,0.57,,,91028,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M621,1.4,7.5,,,25,2,1,15,0.6,1,0.05,15,40,Autocannon
,1,0.4,0.2,7.62mm,,0.57,,,82763,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Type 64 SMG,1,3,,,10,8,2,80,1,1,0.4,8,40,SMG
,0.5,0.2,2,7.62mm,,0.57,,,82936,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,UK vz. 59,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,4,0.35,1,Infrared,,0.57,,,84657,,true,,true,,,,,,,,2100,1680,,,,,,,1000,10,5000,1000,Strela-2M/A,2,140,,,280,1,6,1,6,1,0.35,43,160,SAM
17,1,0.4,,83mm HEAT,,0.86,,,83451,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,RPG-7V,2.66,2.5,,,207.5,1,6,1,1,1,0.05,20,332,LAW
22,1,0.65,2,SALH,,0.63,,,86048,,,HEAT,true,,,,,,,2800,,,2800,,175,,,175,1000,1.2,1400,1000,LAHAT,2,5,,,400,1,6,1,1,1,0.55,191,150,ATGM
20,1,0.7,2,SACLOS,,0.97,,,87138,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,ZT3A1 Swift,2,5,,,400,3,15,3,1,1,0.5,510,150,ATGM
,4,0.3,0.2,130mm,,1.15,,,93508,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,130-1,1.866667,48,,,159,16,0.2,16,0.2,8,0.3,600,293,Rocket Pod
20,4,0.75,0.2,Radar,,0.29,,,94079,,true,HEAT,true,,,,,,,,,,4900,,,,,700,400,10,2000,400,AS.34 Kormoran 2,2,200,,,400,2,1,2,0.4,1,0.75,3200,,SSM
,1,0.4,1,9mm PB,,0.57,,,81332,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,MAT 49,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
,0.5,0.2,2,7.92mm,,0.57,,,82516,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,M53 Šarac,2.25,3,,,50,20,5,200,0.8,1,0.05,20,55,LMG
,3,0.4,1.4,84mm,,0.29,,,82618,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,QF 20-pdr,1.84,31.5,,,105,1,7.5,1,1,1,0.1,15,97,Main Gun
9,1,0.3,1,88mm,,0.29,,,81761,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,D-70,1.85,2.5,,,212.5,1,7.5,1,1,1,0.05,15,98,Main Gun
,7,,10,155mm,,0.06,105,105,83619,,,,,,,,,,,39900,,,39900,,3990,,,3990,,,,1057.69,G-6,2.03,155,,,310,6,30,6,8.5,1,,630,357,Howitzer
2,1,0.2,1,20mm,,0.57,,,85960,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Rh 202,1.4,7.5,,,25,2,0.8,15,0.4,1,0.1,15,40,Autocannon
,4,0.65,1.4,125mm,,0.29,,,88250,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M,2.25,47,,,156.5,28,6.6,28,6.6,1,0.5,700,144,Main Gun
,5,,20,105mm,,0.06,280,280,84968,,,,,,,,,,,11200,,,11200,,1120,,,1120,,,,1057.69,M103,1.7,105,,,210,10,30,10,8,1,,246,235,Howitzer
,0.5,0.3,2,7.62mm,,0.57,,,83212,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,PKM,2.25,3,,,50,10,5,100,1,1,0.15,10,55,SAW
4,1,0.6,1,40mm,,0.57,,,87806,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,Bofors L/70,1.8,15,,,50,2,1.8,15,1.4,1,0.35,15,80,Autocannon
6,1,0.25,,500kg,,0.57,,,93212,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,RBK-500,6,225,,,250,4,5,4,0.2,2,0.25,2500,300,AT Cluster Bomb
,3,0.5,1.4,88mm,,0.29,,,82276,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,2A62,1.85,32,,,106.5,20,3,20,3,1,0.2,300,98,Main Gun
,1,0.5,0.6,5.45mm,,0.57,,,87552,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,STG 941,1.545,2.5,,,10,6,4.5,60,2.2,1,0.25,6,40,Assault Rifles
15,1,0.4,1,105mm,,0.29,,,85980,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,20,10,20,10,1,0.05,400,121,Main Gun
,6,0.15,1,100mm,,0.29,,,89673,,,,,,,,,,,4375,2100,700,4375,,,,,,,,,2692.31,100 gun,2,75,,,125,1,2.4,1,1,1,0.15,30,58,Naval Gun
8,1,0.4,1,90mm HEAT,,0.29,,,86630,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,F1,1.9,2.5,,,225,1,8,1,1,1,0.05,15,104,Main Gun
,4,0.65,1.4,125mm,,0.29,,,88231,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M,2.25,47,,,156.5,24,6.6,24,6.6,1,0.55,600,144,Main Gun
,,,15,155mm,,0.06,175,175,82495,,,,,,,,true,,,24500,,,24500,,2450,,,2450,,,,1057.69,m/60,2.03,155,,175,310,14,15,14,3,1,,933,,Howitzer
16,1,0.4,,95mm HEAT,,0.86,,,82776,,,HEAT,,,,,,,,1400,,,1400,,,,,,,,,769.23,PW-80,2.9,2.5,,,237.5,1,8,1,1,1,0.05,20,380,LAW
24,1,0.7,,105mm HEAT,,0.86,,,84673,,,HEAT,,,,,,,,875,,,875,,,,,,,,,769.23,RPG-29 Vampyr,3.1,2.5,,,262.5,1,6,1,1,1,0.05,10,420,LAW
,0.5,0.1,1,7.62mm,,0.57,,,85497,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,M60,1.762,3,,,10,10,2,100,0.8,1,0.05,20,55,MMG
16,1,0.5,1,105mm,,0.29,,,88648,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,T83,2.05,2.5,,,262.5,1,7.5,1,1,1,0.25,20,121,Main Gun
,1,0.35,0.4,27mm,,1.15,,,93901,,,,,,,,,,,2100,1575,2275,2100,,,,,,,,,5769.23,Mauser BK-27,1.54,10,,,34,10,1,60,0.2,1,0.35,60,54,Autocannon
,1,0.45,0.6,7.62mm,,0.57,,,82723,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,QBZ-56-I,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,9,0.7,0.2,Radar,,0.57,,,86718,,,,true,,true,,,,,,,5600,,,,,,,2000,10,15000,2000,MIM-104C,2,315,,,630,4,30,4,4,1,0.7,1152,360,SAM
,1,0.5,0.4,30mm,,1.15,,,93593,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,Akan m/75,1.6,11.5,,,37.5,10,1,26,0.2,1,0.5,26,60,Autocannon
,1,0.2,1,7.62mm,,0.57,,,83712,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,FAL,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
,0.5,0.2,1,7.62mm,,0.57,,,81450,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,MAG 7.62,1.762,3,,,10,10,2,100,0.8,1,0.1,20,55,MMG
,1,0.45,1,23mm Radar,,0.11,,,86870,,,,,,true,,,,,1050,2625,2450,1050,,,,,,,,,3461.54,AZP-23 Amur,4.92,9,,,67.5,15,3,200,0.2,1,0.35,200,92,Quad Autocannon
,1,0.2,1,9mm PB,,0.57,,,87870,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MP2A1,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
19,1,0.5,,83mm HEAT,,0.86,,,84477,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,AT4,2.66,2.5,,,207.5,1,3,1,1,1,0.05,20,332,LAW
,15,0.2,,500kg,,0.57,,,91623,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 83,6,187.5,,,300,8,5,8,0.2,2,0.2,3000,600,HE Bomb
,24,0.25,,1500kg,,0.57,,,91499,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 1500M54,6,462.5,,,700,1,5,1,0.2,1,0.25,2500,600,HE Bomb
,4,0.3,0.2,135mm,,1.15,,,92651,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,Sprangraket m/56,1.9,51,,,169,6,0.2,6,0.2,3,0.3,120,311,Rocket Pod
,7,,10,155mm,,0.06,140,140,86256,,,,,,,,,,,23800,,,23800,,2380,,,2380,,,,1057.69,M-84,2.03,155,,,310,6,30,6,6,1,,505,357,Howitzer
,1,0.4,1,5.56mm,,0.57,,,81344,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,FAMAS,1.556,2.5,,,10,4,6,40,3,1,0.4,4,40,Assault Rifles
,2,0.4,1,95mm,,0.86,,,82777,,,,,,,,,,,1400,,,1400,,,,,,,,,2692.31,PW-80,1.95,34,,,112.5,1,8,1,1,1,0.05,20,50,LAW
,0.75,0.3,2,Napalm,,0.57,,,87534,,,,,true,,,,,,350,,,350,,,,,,,,,423.08,Lifebuoy,4,25,50,,250,8,2,8,1,1,0.1,100,45,Flamethrower
,1,0.6,0.2,7.62mm,,0.57,,,87608,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,AKM,1.762,3,,,10,8,3,80,1.5,1,0.3,8,40,Assault Rifles
3,1,0.5,1,35mm,,0.57,,,88743,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,KDE 35,1.7,13,,,44,2,1.8,15,1.4,1,0.3,15,70,Autocannon
18,1,0.5,1,125mm,,0.29,,,88095,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,2A46,2.25,2.5,,,312.5,28,8.5,28,8.5,1,0.25,700,144,Main Gun
28,1,0.65,,Antiradar,,0.57,,,93163,,true,HEAT,true,,,true,,,,5250,,,5250,,875,,,875,2000,10,15000,2000,Kh-58U,2,5,,,10,1,1.8,1,0.4,1,0.65,3250,150,Anti-Radar
,9,0.65,0.2,Radar,,0.57,,,84530,,,,true,,true,,,,,,2800,4550,,,,560,,,1250,10,15000,1250,3M9M3,2,315,,,630,3,25,3,1,1,0.65,567,360,SAM
,0.5,0.3,2,7.7mm,,0.57,,,81623,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,Bren L4,2.25,3,,,50,3,2,30,1,1,0.15,3,55,SAW
14,1,0.25,1,120mm HEAT,,0.57,,,81432,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,AMOS,2.2,2.5,,,300,2,6,2,0.2,1,0.05,40,138,Main Gun
,4,0.6,1,Infrared,,0.57,,,83639,,true,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,Grom,2,140,,,280,1,6,1,6,1,0.6,54,160,SAM
,0.5,0.2,2,7.7mm,,0.57,,,81629,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,Bren L4,2.25,3,,,50,3,2,30,1,1,0.05,3,55,LMG
,3,0.6,1.4,105mm,,0.29,,,86405,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7A3,2.05,39.5,,,131.5,1,6,1,1,1,0.35,20,121,Main Gun
,1,0.2,0.4,23mm,,1.15,,,92392,,,,,,,,,,,2100,1575,1750,2100,,,,,,,,,5769.23,NR-23,1.46,8.5,,,29,10,1,40,0.2,1,0.2,40,46,Autocannon
7,1,0.2,1,76mm,,0.57,,,87899,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,ZIS-3,1.76,2.5,,,190,1,4,1,1,1,0.05,10,88,Main Gun
,5,0.25,0.2,Infrared,,0.57,,,92652,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,Rb 28 Falcon,2,140,,,280,1,1,1,1,1,0.25,400,160,AAM
18,1,0.5,1,80mm HEAT,,0.86,,,83843,,,HEAT,,,,,,,,1400,,,1400,,,,,,,,,769.23,Breda Folgore,2.6,2.5,,,200,1,8,1,1,1,0.05,20,320,LAW
12,1,0.5,1,105mm,,0.29,,,88501,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,PLA 105,2.05,2.5,,,262.5,1,7.5,1,1,1,0.15,20,121,Main Gun
,4,0.55,1.4,125mm,,0.29,,,88069,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M,2.25,47,,,156.5,28,6.6,28,6.6,1,0.45,700,144,Main Gun
14,1,0.15,1,155mm,,0.29,,,81583,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,GCT F1,2.55,2.5,,,387.5,1,7.5,1,1,1,0.05,30,179,Main Gun
,1,0.35,1,30mm,,0.57,,,83370,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,L21A1 RARDEN,1.6,11.5,,,37.5,2,2,6,1.8,1,0.05,15,60,Autocannon
25,1,0.7,,SACLOS,,1.72,,,89868,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,1.7,1000,500,TOW 2,2,5,,,400,1,1,1,1,1,0.5,219,150,ATGM
,1,0.95,2,7.62mm,,0.57,,,82469,,,,,,,,,,,1050,595,,1050,,87,,,87,,,,3461.54,M14,2.25,3,,,10,1,4,1,4,1,0.2,6,55,Sniper Rifle
12,1,0.15,1,152mm,,0.29,,,81295,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,D-22,2.52,2.5,,,380,1,10,1,1,1,0.05,30,175,Main Gun
,,,10,105mm,,0.06,280,280,84969,,,,,,,,true,,,11200,,,11200,,1120,,,1120,,,,1057.69,M103,1.7,105,,125,210,10,15,10,8,1,,246,,Howitzer
,8,0.15,1,130mm,,0.29,,,89771,,,,,,,,,,,4900,2100,700,4900,,,,,,,,,2692.31,Dual Type 76-130,2.3,97.5,,,156.5,2,3,2,0.6,2,0.15,80,72,Naval Gun
10,1,0.3,1,76mm HEAT,,0.57,,,81803,,,HEAT,,,,,,,,2100,,,2100,,,,,,,,,3461.54,L23A1,1.76,2.5,,,190,1,8.5,1,1,1,0.05,15,88,Main Gun
,1,0.2,1,9mm PB,,0.57,,,81331,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MAT 49,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
,0.5,0.2,2,7.62mm,,0.57,,,81362,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,PKM,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
20,1,0.45,2,SACLOS,,1.15,,,82167,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,2.3,750,500,Konkurs,2,5,,,400,5,20,5,1,1,0.2,563,150,ATGM
,3,0.5,1.4,100mm,,0.57,,,84496,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,D-10T,2,37.5,,,125,1,7.5,1,1,1,0.15,20,115,Main Gun
,,,10,128mm,1,0.06,420,105,85771,,,,,,,,true,,,12250,,,12250,,2450,,,2450,,,,1057.69,M-94 Plamen-S,1.85,77,,175,381,16,64,16,0.2,1,,336,,MLRS
,3,0.65,1.4,120mm,,0.29,,,85281,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,M256,2.2,45,,,150,1,6.6,1,1,1,0.6,25,138,Main Gun
,,,7,155mm,,0.06,245,245,88321,,,,,,,,true,,,35000,,,35000,,3500,,,3500,,,,1057.69,155K70 How,2.03,155,,175,310,3,15,3,5,1,,135,,Howitzer
,1,0.8,0.2,5.45mm,,0.57,,,87703,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,LADA AKSU,1.545,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
,1,0.2,1,14.5mm,,0.57,,,82282,,,,,,,,,,,1400,1050,,1400,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,3,40,0.8,1,0.1,20,110,HMG
,9,0.65,0.2,Radar,,0.57,,,85809,,,,true,,true,,,,,,2800,4550,,,,560,,,1250,10,15000,1250,V-600P,2,315,,,630,4,30,4,1,1,0.45,756,360,SAM
11,1,0.45,1,105mm,,0.29,,,84635,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.35,20,121,Main Gun
15,1,0.5,2,SACLOS,,0.97,,,81588,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,TOW,2,5,,,400,1,5,1,1,1,0.25,94,150,ATGM
,0.5,0.3,1,7.62mm,,0.57,,,81893,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,MG 42/59,1.762,3,,,10,10,2,100,0.8,1,0.2,20,55,MMG
,,,5,155mm,,0.06,210,210,86257,,,,,,,,true,,,23800,,,23800,,2380,,,2380,,,,1057.69,M-84,2.03,155,,175,310,6,15,6,6,1,,505,,Howitzer
,5,0.4,0.2,SemAct radar,,0.57,,,92948,,,,true,,true,,,,,,,7000,,,,,700,,1000,10,15000,1000,R-23R Vympel,2,175,,,350,1,0.2,1,0.2,1,0.4,400,200,AAM
,1,0.3,0.6,7.62mm,,0.57,,,82529,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,H&K G3A2,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
7,1,0.2,1,105mm HEAT,,0.29,,,84026,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L28,2.05,2.5,,,262.5,1,8,1,1,1,0.05,20,121,Main Gun
13,1,0.6,1,105mm,,0.29,,,87889,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,L7,2.05,2.5,,,262.5,1,7.5,1,1,1,0.25,20,121,Main Gun
20,3,0.7,0.2,Radar,,0.29,,,90029,,true,HEAT,true,,,,,,,,,,4900,,,,,700,300,10,1500,300,AM-39 Exocet,2,200,,,400,2,1,2,1,1,0.7,300,,SSM
13,1,0.4,,90mm HEAT,,0.86,,,84128,,,HEAT,,,,,,,,1400,,,1400,,,,,,,,,769.23,M67 RR,2.8,2.5,,,225,1,8,1,1,1,0.05,20,360,LAW
22,1,0.6,,94mm HEAT,,0.86,,,88800,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,LAW 80,2.68,2.5,,,210,1,3,1,1,1,0.05,20,368,LAW
,1,0.2,,30mm Radar,,0.11,,,89676,,,,,,true,,,,1575,700,1750,350,700,,,,,,,,,3461.54,AK230 CIWS,5.2,11.5,,,72.5,8,4,300,0.8,1,0.2,10,,CIWS
,1,0.4,0.2,9mm PB,,0.57,,,81666,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,AUG Para,1.9,3.5,,,10,8,2,80,1,1,0.4,8,30,Assault Rifles
,0.5,0.4,2,7.62mm,,0.57,,,84534,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,Ksp m/58B,2.25,3,,,50,10,5,100,1,1,0.25,10,55,SAW
,6,,25,122mm,,0.06,280,280,81269,,,,,,,,,,,15050,,,15050,,1505,,,1505,,,,826.92,2A18,1.81,122,,,244,12,30,12,10,1,,350,281,Howitzer
,3,0.5,1.4,105mm,,0.29,,,85923,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68A1,2.05,39.5,,,131.5,1,6,1,1,1,0.25,20,121,Main Gun
,3,0.4,1,Infrared,,0.57,,,87326,,true,,true,,,,,,,,2100,1680,,,,,,,1000,10,5000,1000,Strela-2M,2,105,,,210,1,4,1,4,1,0.4,32,120,SAM
,1,0.15,1,30mm,,0.11,,,86460,,,,,,,,,,,1400,1400,1225,1400,,,,,,,,,3461.54,PLDvK vz. 53/59,5.2,11.5,,,72.5,11,5,100,0.6,1,0.05,60,120,Twin Autocannon
,3,0.3,1.4,90mm,,0.29,,,84421,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,BK 90/L40,1.9,34,,,112.5,1,5,1,1,1,0.05,15,104,Main Gun
15,1,0.5,1,100mm,,0.57,,,84501,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,D-10T,2,2.5,,,250,1,7.5,1,1,1,0.15,20,115,Main Gun
,8,0.4,2,Radar,,0.29,,,91878,,true,,true,,true,,,,,,,12600,,,,,700,,500,10,15000,500,AIM-54 Phoenix,2,280,,,560,2,4,2,1,1,0.4,2000,320,AAM
,2,0.2,0.2,70mm,,0.57,,,89861,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,M151 Hydra,1.466667,26.5,,,87.5,19,5,19,0.2,2,0.1,180,161,Rocket Pod
,1,0.45,0.6,7.62mm,,0.57,,,86068,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,M-70AB2,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
2,1,0.15,1,37mm,,0.57,,,88557,,,KE,,,,,,,,1400,,,1400,,,,,,,,,3461.54,T63,1.74,14,,,46.5,4,2,30,2,1,0.05,48,74,Twin Autocannon
12,1,0.3,1,106mm HEAT,,0.57,,,81682,,,HEAT,,,,,,,,1750,,,1750,,,,,,,,,3461.54,M40 RR,2.06,2.5,,,265,1,8,1,1,1,0.05,20,122,Recoilless Rifle
,5,0.6,,Radar,,0.57,,,89806,,true,,true,,true,,,,4900,,2450,3150,,,,,,,2000,10,12500,2000,3K95 Kinzhal,2,175,,,350,1,1,1,1,1,0.6,40,200,Naval SAM
